As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,Ihub Balance,Balance Difference,Match Status,Comments
06/17/2023,0,1675851,13680,USD,ALL OTHER LOANS,DEFERRED COSTS,35562,35561.44304981035,0.5569501896534348,Match,Difference is within tolerance (less than 1USD)
06/02/2023,0,1634054,60429,EUR,ALL OTHER LOANS,PRINCIPAL,41375,41375.04292732858,-0.042927328577206936,Match,Difference is within tolerance (less than 1USD)
02/17/2023,0,1651318,8110,GBP,ALL OTHER LOANS,DEFERRED COSTS,77100,50000.0,27100.0,Break,
03/08/2023,0,1606751,4747,EUR,ALL OTHER LOANS,PRINCIPAL,33196,60000.0,-26804.0,Break,
06/17/2023,0,1686417,7306,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,59389,70000.0,-10611.0,Break,
05/07/2023,2,1662128,12019,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,55189,10000.0,45189.0,Break,
08/01/2023,2,1658705,8349,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,63292,63292.0,0.0,Match,
06/28/2023,0,1659211,48300,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,18938,30000.0,-11062.0,Break,
06/22/2023,0,1641763,38797,USD,ALL OTHER LOANS,PRINCIPAL,29113,29112.812856897464,0.1871431025356287,Match,Difference is within tolerance (less than 1USD)
04/17/2023,0,1642845,7566,USD,ALL OTHER LOANS,DEFERRED COSTS,76629,80000.0,-3371.0,Break,
04/09/2023,0,1673029,27637,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,42737,42737.0,0.0,Match,
04/11/2023,0,1683114,55415,GBP,ALL OTHER LOANS,DEFERRED COSTS,69484,69484.0,0.0,Match,
05/11/2023,2,1683114,55415,GBP,ALL OTHER LOANS,DEFERRED COSTS,39501,30000.0,9501.0,Break,
06/25/2023,2,1657248,35187,GBP,ALL OTHER LOANS,DEFERRED COSTS,22021,22021.0,0.0,Match,
07/09/2023,2,1647820,25000,GBP,ALL OTHER LOANS,DEFERRED COSTS,13010,13010.09576132313,-0.09576132312940899,Match,Difference is within tolerance (less than 1USD)
02/13/2023,0,1639760,59873,USD,ALL OTHER LOANS,DEFERRED COSTS,50893,50893.74572636423,-0.745726364228176,Match,Difference is within tolerance (less than 1USD)
04/13/2023,0,1684301,10917,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16780,50000.0,-33220.0,Break,
07/25/2023,0,1607277,38177,EUR,ALL OTHER LOANS,DEFERRED COSTS,30244,30244.0,0.0,Match,
06/01/2023,2,1615235,44684,USD,ALL OTHER LOANS,PRINCIPAL,11076,11076.044502839974,-0.04450283997357474,Match,Difference is within tolerance (less than 1USD)
06/17/2023,2,1682982,61914,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,63710,40000.0,23710.0,Break,
09/03/2023,2,1643958,5952,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,39697,0.0,39697.0,Break,
04/30/2023,0,1684759,65424,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,17975,17975.072438630617,-0.0724386306173983,Match,Difference is within tolerance (less than 1USD)
06/07/2023,2,1603667,40542,GBP,ALL OTHER LOANS,DEFERRED COSTS,52077,70000.0,-17923.0,Break,
07/29/2023,2,1684759,65424,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,18914,80000.0,-61086.0,Break,
05/13/2023,0,1626013,19189,EUR,ALL OTHER LOANS,DEFERRED COSTS,49319,80000.0,-30681.0,Break,
06/14/2023,2,1645194,17651,EUR,ALL OTHER LOANS,PRINCIPAL,47953,60000.0,-12047.0,Break,
07/02/2023,0,1634054,60429,EUR,ALL OTHER LOANS,PRINCIPAL,34568,34568.27598553928,-0.2759855392796453,Match,Difference is within tolerance (less than 1USD)
04/05/2023,2,1657813,61196,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,13217,30000.0,-16783.0,Break,
05/04/2023,0,1677593,11213,USD,ALL OTHER LOANS,DEFERRED COSTS,78718,70000.0,8718.0,Break,
05/15/2023,0,1645194,17651,EUR,ALL OTHER LOANS,PRINCIPAL,23778,23777.557879063046,0.4421209369538701,Match,Difference is within tolerance (less than 1USD)
05/20/2023,2,1603703,36346,GBP,ALL OTHER LOANS,DEFERRED COSTS,59329,80000.0,-20671.0,Break,
03/18/2023,2,1634540,19647,GBP,ALL OTHER LOANS,PRINCIPAL,56087,70000.0,-13913.0,Break,
07/24/2023,0,1640243,47806,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25551,25551.0,0.0,Match,
06/14/2023,2,1671380,60177,USD,ALL OTHER LOANS,PRINCIPAL,54143,54142.14455599693,0.8554440030711703,Match,Difference is within tolerance (less than 1USD)
08/10/2023,0,1618369,11971,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,75546,60000.0,15546.0,Break,
05/02/2023,2,1623956,14441,USD,ALL OTHER LOANS,DEFERRED COSTS,17165,50000.0,-32835.0,Break,
06/11/2023,0,1606840,40825,USD,ALL OTHER LOANS,PRINCIPAL,79651,79651.0,0.0,Match,
05/28/2023,0,1681437,19251,GBP,ALL OTHER LOANS,DEFERRED COSTS,20892,20892.0,0.0,Match,
03/31/2023,2,1684759,65424,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,47094,47093.62771528168,0.37228471832349896,Match,Difference is within tolerance (less than 1USD)
05/03/2023,2,1696468,48516,USD,ALL OTHER LOANS,PRINCIPAL,76901,0.0,76901.0,Break,
02/06/2023,2,1662349,46001,EUR,ALL OTHER LOANS,DEFERRED COSTS,38682,38682.0,0.0,Match,
07/03/2023,2,1686114,20657,USD,ALL OTHER LOANS,DEFERRED COSTS,31395,0.0,31395.0,Break,
06/20/2023,2,1639334,4261,EUR,ALL OTHER LOANS,PRINCIPAL,45864,45864.0,0.0,Match,
05/06/2023,0,1612642,12691,EUR,ALL OTHER LOANS,DEFERRED COSTS,11424,11424.0,0.0,Match,
05/30/2023,2,1668313,63418,USD,ALL OTHER LOANS,PRINCIPAL,54398,30000.0,24398.0,Break,
06/29/2023,0,1684759,65424,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,33687,0.0,33687.0,Break,
04/21/2023,2,1605969,38221,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,52085,30000.0,22085.0,Break,
06/13/2023,0,1653317,65751,GBP,ALL OTHER LOANS,DEFERRED COSTS,78710,20000.0,58710.0,Break,
06/20/2023,0,1639719,20172,GBP,ALL OTHER LOANS,DEFERRED COSTS,23606,20000.0,3606.0,Break,
04/23/2023,2,1624278,9390,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,33312,10000.0,23312.0,Break,
07/16/2023,2,1610349,29081,EUR,ALL OTHER LOANS,DEFERRED COSTS,23324,23323.405648483105,0.594351516894676,Match,Difference is within tolerance (less than 1USD)
07/10/2023,0,1606385,68809,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,37378,40000.0,-2622.0,Break,
06/08/2023,0,1648902,34181,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,63036,70000.0,-6964.0,Break,
03/30/2023,2,1692967,51898,USD,ALL OTHER LOANS,DEFERRED COSTS,52245,52245.20755350885,-0.20755350885156076,Match,Difference is within tolerance (less than 1USD)
05/18/2023,2,1686417,7306,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,24126,30000.0,-5874.0,Break,
05/27/2023,2,1689076,4311,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,45315,60000.0,-14685.0,Break,
07/11/2023,2,1699284,8645,EUR,ALL OTHER LOANS,PRINCIPAL,36417,36417.0,0.0,Match,
01/31/2023,2,1632614,31214,USD,ALL OTHER LOANS,PRINCIPAL,52111,52111.077546859524,-0.07754685952386353,Match,Difference is within tolerance (less than 1USD)
04/04/2023,0,1677956,67822,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,64175,0.0,64175.0,Break,
09/03/2023,2,1649698,11993,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,70253,80000.0,-9747.0,Break,
06/17/2023,0,1651318,8110,GBP,ALL OTHER LOANS,DEFERRED COSTS,47886,20000.0,27886.0,Break,
06/07/2023,0,1637950,11350,GBP,ALL OTHER LOANS,PRINCIPAL,29946,60000.0,-30054.0,Break,
03/02/2023,0,1630901,26291,USD,ALL OTHER LOANS,DEFERRED COSTS,16226,70000.0,-53774.0,Break,
06/11/2023,0,1647729,42089,EUR,ALL OTHER LOANS,PRINCIPAL,68470,0.0,68470.0,Break,
06/15/2023,2,1607555,44617,GBP,ALL OTHER LOANS,DEFERRED COSTS,40060,70000.0,-29940.0,Break,
05/31/2023,2,1600428,41383,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,36858,36858.0,0.0,Match,
04/17/2023,2,1615118,9977,USD,ALL OTHER LOANS,PRINCIPAL,68750,10000.0,58750.0,Break,
06/18/2023,0,1633227,4630,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,58688,50000.0,8688.0,Break,
06/23/2023,0,1658315,52538,USD,ALL OTHER LOANS,PRINCIPAL,48812,48812.0,0.0,Match,
04/18/2023,2,1651318,8110,GBP,ALL OTHER LOANS,DEFERRED COSTS,49188,49188.0,0.0,Match,
05/09/2023,0,1648902,34181,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,68069,10000.0,58069.0,Break,
05/19/2023,0,1689283,61441,USD,ALL OTHER LOANS,PRINCIPAL,51078,51078.0,0.0,Match,
03/16/2023,0,1671380,60177,USD,ALL OTHER LOANS,PRINCIPAL,30682,30682.05159351015,-0.05159351015026914,Match,Difference is within tolerance (less than 1USD)
04/12/2023,0,1699284,8645,EUR,ALL OTHER LOANS,PRINCIPAL,47382,20000.0,27382.0,Break,
07/22/2023,2,1618034,20856,EUR,ALL OTHER LOANS,PRINCIPAL,37078,60000.0,-22922.0,Break,
05/21/2023,2,1639719,20172,GBP,ALL OTHER LOANS,DEFERRED COSTS,50520,50000.0,520.0,Break,
08/11/2023,0,1656850,29456,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,55501,80000.0,-24499.0,Break,
05/30/2023,2,1684759,65424,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,23707,23707.11552123109,-0.11552123109140666,Match,Difference is within tolerance (less than 1USD)
04/29/2023,0,1660012,6904,GBP,ALL OTHER LOANS,DEFERRED COSTS,62575,80000.0,-17425.0,Break,
08/09/2023,0,1643408,59706,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,78359,60000.0,18359.0,Break,
05/23/2023,0,1691424,58144,USD,ALL OTHER LOANS,DEFERRED COSTS,72301,30000.0,42301.0,Break,
06/25/2023,2,1607277,38177,EUR,ALL OTHER LOANS,DEFERRED COSTS,66955,66955.26467321749,-0.2646732174907811,Match,Difference is within tolerance (less than 1USD)
08/07/2023,2,1668355,33849,USD,ALL OTHER LOANS,PRINCIPAL,42306,20000.0,22306.0,Break,
02/12/2023,0,1684301,10917,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,41174,41174.0,0.0,Match,
05/15/2023,0,1653398,62466,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,20471,20471.070428835385,-0.0704288353845186,Match,Difference is within tolerance (less than 1USD)
08/27/2023,0,1640745,35776,GBP,ALL OTHER LOANS,DEFERRED COSTS,20753,50000.0,-29247.0,Break,
05/27/2023,0,1611111,29434,USD,ALL OTHER LOANS,DEFERRED COSTS,14455,14455.0,0.0,Match,
06/29/2023,2,1653663,69770,EUR,ALL OTHER LOANS,PRINCIPAL,33107,10000.0,23107.0,Break,
05/12/2023,2,1696688,8207,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,22212,22211.972357448543,0.027642551456665387,Match,Difference is within tolerance (less than 1USD)
07/22/2023,2,1627996,41833,USD,ALL OTHER LOANS,PRINCIPAL,78519,80000.0,-1481.0,Break,
04/03/2023,2,1629717,14907,GBP,ALL OTHER LOANS,PRINCIPAL,60603,0.0,60603.0,Break,
06/17/2023,2,1611101,22289,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,11789,0.0,11789.0,Break,
05/27/2023,0,1698029,42910,GBP,ALL OTHER LOANS,PRINCIPAL,29833,29833.0,0.0,Match,
03/25/2023,2,1658315,52538,USD,ALL OTHER LOANS,PRINCIPAL,14311,14311.0,0.0,Match,
04/29/2023,0,1640745,35776,GBP,ALL OTHER LOANS,DEFERRED COSTS,74320,80000.0,-5680.0,Break,
06/13/2023,2,1639760,59873,USD,ALL OTHER LOANS,DEFERRED COSTS,32939,40000.0,-7061.0,Break,
04/25/2023,0,1678223,15727,EUR,ALL OTHER LOANS,PRINCIPAL,62297,62296.0577770416,0.942222958401544,Match,Difference is within tolerance (less than 1USD)
04/27/2023,0,1698029,42910,GBP,ALL OTHER LOANS,PRINCIPAL,65325,65324.85703006502,0.14296993498282973,Match,Difference is within tolerance (less than 1USD)
07/07/2023,2,1619493,8568,GBP,ALL OTHER LOANS,DEFERRED COSTS,74124,70000.0,4124.0,Break,
02/22/2023,0,1624786,40797,USD,ALL OTHER LOANS,PRINCIPAL,19942,19942.47692386773,-0.47692386772905593,Match,Difference is within tolerance (less than 1USD)
05/26/2023,0,1601021,12195,EUR,ALL OTHER LOANS,PRINCIPAL,23834,60000.0,-36166.0,Break,
05/12/2023,2,1618369,11971,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,73837,73837.48305050984,-0.4830505098361755,Match,Difference is within tolerance (less than 1USD)
05/31/2023,2,1672397,35158,GBP,ALL OTHER LOANS,DEFERRED COSTS,58809,70000.0,-11191.0,Break,
07/03/2023,2,1686071,39946,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,64905,64905.0,0.0,Match,
08/18/2023,0,1603703,36346,GBP,ALL OTHER LOANS,DEFERRED COSTS,17666,50000.0,-32334.0,Break,
06/18/2023,2,1666875,28044,USD,ALL OTHER LOANS,DEFERRED COSTS,71761,71761.2935122137,-0.2935122136987047,Match,Difference is within tolerance (less than 1USD)
03/27/2023,0,1658835,49294,EUR,ALL OTHER LOANS,PRINCIPAL,25698,10000.0,15698.0,Break,
05/26/2023,0,1607277,38177,EUR,ALL OTHER LOANS,DEFERRED COSTS,44707,44707.62170799856,-0.6217079985581222,Match,Difference is within tolerance (less than 1USD)
07/20/2023,0,1684624,30553,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,10295,20000.0,-9705.0,Break,
05/26/2023,0,1607025,19782,EUR,ALL OTHER LOANS,DEFERRED COSTS,33186,50000.0,-16814.0,Break,
06/07/2023,2,1680148,30661,USD,ALL OTHER LOANS,PRINCIPAL,75556,20000.0,55556.0,Break,
06/01/2023,0,1647198,30452,EUR,ALL OTHER LOANS,DEFERRED COSTS,57425,10000.0,47425.0,Break,
06/08/2023,2,1671869,14655,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,56755,0.0,56755.0,Break,
02/18/2023,2,1689283,61441,USD,ALL OTHER LOANS,PRINCIPAL,62388,62388.500620200866,-0.5006202008662513,Match,Difference is within tolerance (less than 1USD)
07/26/2023,0,1670102,42140,USD,ALL OTHER LOANS,PRINCIPAL,15793,50000.0,-34207.0,Break,
07/01/2023,0,1687376,30146,EUR,ALL OTHER LOANS,DEFERRED COSTS,23924,20000.0,3924.0,Break,
02/04/2023,0,1673627,39089,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,11155,11155.0,0.0,Match,
03/12/2023,0,1646869,68068,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,57741,57740.98156765866,0.01843234134139493,Match,Difference is within tolerance (less than 1USD)
03/09/2023,0,1638411,34836,EUR,ALL OTHER LOANS,DEFERRED COSTS,66194,0.0,66194.0,Break,
04/13/2023,0,1616179,30713,USD,ALL OTHER LOANS,DEFERRED COSTS,54604,10000.0,44604.0,Break,
04/16/2023,2,1643608,60592,GBP,ALL OTHER LOANS,DEFERRED COSTS,77017,77017.0,0.0,Match,
06/16/2023,2,1615118,9977,USD,ALL OTHER LOANS,PRINCIPAL,34218,34218.0,0.0,Match,
02/25/2023,0,1658835,49294,EUR,ALL OTHER LOANS,PRINCIPAL,77500,60000.0,17500.0,Break,
06/14/2023,0,1641777,57556,EUR,ALL OTHER LOANS,DEFERRED COSTS,75302,80000.0,-4698.0,Break,
02/13/2023,2,1653175,55432,EUR,ALL OTHER LOANS,PRINCIPAL,72161,0.0,72161.0,Break,
04/11/2023,0,1673227,19733,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,48321,48320.2930035653,0.7069964347028872,Match,Difference is within tolerance (less than 1USD)
04/27/2023,2,1642140,36091,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,20976,30000.0,-9024.0,Break,
06/18/2023,0,1623838,9579,GBP,ALL OTHER LOANS,DEFERRED COSTS,24239,30000.0,-5761.0,Break,
02/19/2023,2,1627762,10066,EUR,ALL OTHER LOANS,DEFERRED COSTS,19929,70000.0,-50071.0,Break,
03/16/2023,0,1679714,38299,USD,ALL OTHER LOANS,PRINCIPAL,65433,70000.0,-4567.0,Break,
02/16/2023,2,1605346,49321,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25581,25580.980254925726,0.019745074274396757,Match,Difference is within tolerance (less than 1USD)
05/10/2023,0,1626492,68401,GBP,ALL OTHER LOANS,PRINCIPAL,16826,60000.0,-43174.0,Break,
03/19/2023,0,1648971,24022,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,72606,72605.07953945757,0.9204605424311012,Match,Difference is within tolerance (less than 1USD)
06/07/2023,2,1638411,34836,EUR,ALL OTHER LOANS,DEFERRED COSTS,61234,61234.0,0.0,Match,
04/11/2023,2,1637355,10481,EUR,ALL OTHER LOANS,PRINCIPAL,59765,40000.0,19765.0,Break,
03/31/2023,0,1673743,13013,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,37500,70000.0,-32500.0,Break,
03/28/2023,2,1689076,4311,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,27637,50000.0,-22363.0,Break,
02/22/2023,2,1691424,58144,USD,ALL OTHER LOANS,DEFERRED COSTS,48379,40000.0,8379.0,Break,
03/12/2023,0,1690726,53693,GBP,ALL OTHER LOANS,PRINCIPAL,79549,50000.0,29549.0,Break,
03/10/2023,0,1660472,66029,EUR,ALL OTHER LOANS,DEFERRED COSTS,66159,66159.11494616573,-0.11494616573327221,Match,Difference is within tolerance (less than 1USD)
05/06/2023,0,1601979,19434,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,19759,19758.681071987674,0.3189280123260687,Match,Difference is within tolerance (less than 1USD)
03/03/2023,2,1687376,30146,EUR,ALL OTHER LOANS,DEFERRED COSTS,16997,16997.847583215866,-0.8475832158655976,Match,Difference is within tolerance (less than 1USD)
06/11/2023,0,1696688,8207,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,29051,50000.0,-20949.0,Break,
05/02/2023,0,1667767,65307,EUR,ALL OTHER LOANS,PRINCIPAL,61222,40000.0,21222.0,Break,
05/19/2023,0,1666875,28044,USD,ALL OTHER LOANS,DEFERRED COSTS,16194,0.0,16194.0,Break,
04/20/2023,2,1676108,37663,USD,ALL OTHER LOANS,DEFERRED COSTS,61777,61777.0,0.0,Match,
06/24/2023,0,1640243,47806,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,75532,75532.0,0.0,Match,
